age, workclass, education, marital-status, occupation, relationship, race, sex, hours-per-week, country, salary
28, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, 50, United-States, <=50K
55, ?, HS-grad, Married-civ-spouse, ?, Wife, White, Female, 40, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 60, United-States, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, 40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 40, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male, 40, United-States, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, 35, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, 40, United-States, <=50K
28, ?, Bachelors, Married-spouse-absent, ?, Not-in-family, Asian-Pac-Islander, Female, 10, Taiwan, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 50, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 48, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male, 45, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 45, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 50, United-States, <=50K
34, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, 40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 60, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male, 40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, 50, United-States, >50K
90, ?, Some-college, Never-married, ?, Own-child, Asian-Pac-Islander, Male, 10, South, <=50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, 55, United-States, >50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, 40, United-States, <=50K
42, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, 16, United-States, <=50K
56, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 45, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Own-child, White, Male, 45, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male, 50, United-States, <=50K
60, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, 40, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male, 40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, 60, United-States, >50K
36, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female, 40, United-States, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 60, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 48, United-States, >50K
27, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, 40, United-States, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male, 50, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female, 40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 50, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 65, United-States, >50K
27, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male, 40, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, ?, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
24, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male, 30, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
36, Private, Assoc-voc, Divorced, Sales, Unmarried, White, Female, 40, United-States, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, 45, United-States, <=50K
57, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, 50, United-States, >50K
41, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, <=50K
56, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male, 60, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, 40, United-States, <=50K
44, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Male, 32, United-States, <=50K
34, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female, 40, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male, 40, United-States, <=50K
27, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, 40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male, 40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 55, United-States, >50K
34, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male, 50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 65, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, 38, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male, 40, Italy, <=50K
19, ?, Some-college, Never-married, ?, Own-child, White, Female, 15, United-States, <=50K
82, ?, Some-college, Widowed, ?, Not-in-family, Amer-Indian-Eskimo, Male, 3, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, 45, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, 55, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Female, 5, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, 44, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, Columbia, <=50K
28, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female, 40, United-States, <=50K
38, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female, 40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 50, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, 35, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female, 23, United-States, <=50K
40, Local-gov, 9th, Married-civ-spouse, Other-service, Wife, White, Female, 40, Yugoslavia, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male, 40, United-States, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 60, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, 40, United-States, <=50K
22, Private, 9th, Married-spouse-absent, Other-service, Other-relative, White, Male, 35, Mexico, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, 43, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, 40, United-States, <=50K
42, Private, Some-college, Divorced, Sales, Unmarried, White, Female, 43, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Own-child, White, Female, 40, United-States, <=50K
60, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, 16, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male, 40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, White, Male, 80, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
37, Self-emp-not-inc, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male, 45, United-States, <=50K
63, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male, 60, United-States, >50K
46, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, 38, United-States, >50K
48, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Female, 40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female, 40, United-States, <=50K
65, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female, 20, Hungary, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, 40, United-States, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female, 40, United-States, >50K
28, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, 35, United-States, >50K
24, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, 20, United-States, <=50K
48, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, 40, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male, 40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, 40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male, 40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, 50, United-States, >50K
40, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Female, 40, Cuba, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 40, United-States, <=50K
43, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male, 40, United-States, <=50K
43, Local-gov, HS-grad, Divorced, Protective-serv, Unmarried, White, Female, 40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 38, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, 45, United-States, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, 40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male, 65, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male, 40, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Sales, Unmarried, Black, Female, 40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, 40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, 42, United-States, <=50K
35, ?, Some-college, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female, 36, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, 45, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, 44, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, 50, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, 48, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Widowed, Other-service, Unmarried, White, Female, 35, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 40, ?, >50K
45, Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, 30, United-States, <=50K
53, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male, 35, United-States, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 40, Philippines, <=50K
64, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male, 40, United-States, >50K
42, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male, 45, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, 44, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, 50, United-States, >50K
53, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, 43, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, 35, United-States, <=50K
20, Private, 11th, Separated, Other-service, Own-child, White, Female, 40, United-States, <=50K
29, Private, Assoc-voc, Never-married, Priv-house-serv, Own-child, White, Female, 40, United-States, <=50K
