age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,country,out,class,cluster
48,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,0.6710453,1,-1
43,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,44,United-States,0.16277409,0,101
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.50850636,1,45
54,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.43504378,0,14
36,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,4,United-States,0.02599299,0,-1
29,Private,Bachelors,Divorced,Other-service,Unmarried,Other,Female,40,United-States,0.015157455,0,-1
66,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.4373816,0,-1
59,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0.7369955,0,-1
62,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.8689798,1,0
29,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,40,Mexico,0.0035342553,0,-1
28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0.61634135,1,72
27,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,0.48965895,1,-1
42,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.41921648,1,-1
60,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,46,United-States,0.5765468,1,58
58,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.8289822,1,61
27,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.17587487,0,55
45,Private,HS-grad,Widowed,Craft-repair,Not-in-family,White,Female,40,United-States,0.03817592,0,-1
50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.51610905,1,47
43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,0.4784522,0,-1
39,Private,Prof-school,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,0.6429006,0,-1
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,0.00089121796,0,81
24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,70,United-States,0.17038646,0,-1
59,Self-emp-not-inc,Prof-school,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,0.3540461,0,-1
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.2680883,1,85
72,?,Some-college,Widowed,?,Unmarried,Asian-Pac-Islander,Female,4,United-States,0.004820632,0,-1
35,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,65,Hong,0.91623133,1,-1
33,Private,Some-college,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,0.012424453,0,-1
30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Female,45,United-States,0.0055708257,0,-1
40,Private,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Male,50,United-States,0.37916806,1,-1
26,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,0.22175603,0,-1
37,Federal-gov,Assoc-voc,Separated,Adm-clerical,Not-in-family,Black,Male,40,United-States,0.026990298,0,-1
68,Self-emp-not-inc,Some-college,Divorced,Transport-moving,Not-in-family,White,Female,20,United-States,0.037884057,0,-1
45,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,72,United-States,0.7648807,1,103
56,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.5048644,0,-1
36,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0.009787979,0,112
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.8846691,1,0
38,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.4026474,0,-1
29,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,41,United-States,0.5982984,0,8
28,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,28,United-States,0.0018350091,0,-1
39,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,0.67095697,0,-1
26,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,0.17889284,0,-1
52,Self-emp-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,65,United-States,0.3476994,1,-1
52,Private,Bachelors,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,0.22548497,0,-1
84,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,13,United-States,0.0034335193,0,-1
33,Federal-gov,Some-college,Never-married,Other-service,Not-in-family,White,Female,10,United-States,0.0033210104,0,-1
46,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.93919617,1,-1
30,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,35,United-States,0.009784047,0,92
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,England,0.58803093,1,-1
66,Private,HS-grad,Widowed,Priv-house-serv,Not-in-family,White,Female,8,United-States,0.00040549223,0,-1
62,Federal-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Italy,0.9412401,1,-1
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,0.6406716,1,-1
31,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.41581386,1,103
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.29768455,0,6
60,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Male,50,?,0.1382516,0,-1
27,Private,Bachelors,Never-married,Tech-support,Own-child,White,Female,40,United-States,0.0048230547,0,-1
37,?,Assoc-voc,Married-civ-spouse,?,Wife,Amer-Indian-Eskimo,Female,40,United-States,0.46756417,0,-1
38,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,0.03765076,0,-1
25,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,0.00029851717,0,-1
48,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0.7333624,0,-1
42,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,?,0.25390244,0,-1
45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.7625168,1,100
22,Private,Some-college,Never-married,Sales,Own-child,White,Male,40,United-States,0.0017612048,0,25
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Poland,0.2710871,0,-1
21,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,0.0021916316,0,-1
44,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0.006348474,0,-1
60,Self-emp-not-inc,HS-grad,Separated,Other-service,Not-in-family,Black,Male,50,United-States,0.013637617,0,-1
21,?,Some-college,Never-married,?,Own-child,White,Female,6,United-States,4.9692495E-05,0,97
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0.45985538,0,6
30,Private,HS-grad,Married-spouse-absent,Craft-repair,Other-relative,White,Male,40,United-States,0.015351842,0,-1
46,Self-emp-not-inc,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0.09395432,0,-1
43,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0.7089322,1,91
57,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,48,United-States,0.018888792,0,-1
48,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.7865259,1,61
39,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,?,0.6906128,1,-1
68,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0.14670376,0,37
33,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,24,United-States,0.0044911294,0,110
22,Without-pay,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,4.344435E-07,0,-1
18,?,11th,Never-married,?,Other-relative,White,Male,7,United-States,8.6229025E-05,0,-1
28,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,50,United-States,0.010424716,0,78
32,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,0.55234766,0,-1
56,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,42,United-States,0.19320798,0,77
36,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,0.13850866,0,59
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0.5181636,0,67
18,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,United-States,0.0043012993,0,92
39,Private,10th,Widowed,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0.003713768,0,-1
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0.073639944,0,49
27,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,0.050294213,0,-1
56,Self-emp-not-inc,Masters,Divorced,Sales,Not-in-family,White,Male,60,United-States,0.31278196,0,-1
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.15083666,0,24
49,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,60,United-States,0.87900597,1,-1
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,84,United-States,0.5016953,0,-1
30,Self-emp-not-inc,11th,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,0.08635811,1,-1
27,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,0.060766056,0,77
25,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0.031933617,1,-1
30,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0.12333674,0,-1
38,Private,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,40,El-Salvador,0.06987918,0,-1
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.26924902,0,4
46,Private,Some-college,Divorced,Sales,Unmarried,White,Female,40,United-States,0.09696679,0,-1
37,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,20,United-States,0.0020938304,0,-1
62,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.6699633,1,45
55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0.11657843,0,-1
47,Self-emp-not-inc,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,United-States,0.16946393,0,-1
45,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,14,United-States,0.38568476,0,-1
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.41190183,0,4
36,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,40,United-States,0.026545553,0,-1
45,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,20,United-States,0.010084173,0,92
23,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,38,United-States,0.0078489045,0,115
37,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.77398247,1,141
38,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,0.8704663,1,-1
27,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,0.00016808459,0,-1
29,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,50,United-States,0.75441116,0,-1
45,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0.15823352,0,-1
41,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,0.67811716,1,-1
38,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Female,20,United-States,0.008561232,0,-1
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0.092742324,0,69
51,Federal-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,?,0.26120025,0,-1
44,Federal-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0.15105277,0,-1
33,Federal-gov,Masters,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,Nicaragua,0.0101653915,0,-1
28,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,0.3539951,1,-1
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0.75868654,1,0
43,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,0.8175555,0,-1
45,Local-gov,HS-grad,Divorced,Other-service,Own-child,Black,Female,40,United-States,0.01430058,0,-1
52,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0.26858056,1,-1
24,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,35,United-States,0.0034174381,0,29
19,?,Some-college,Never-married,?,Own-child,White,Male,40,United-States,0.00023346886,0,11
47,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.64036465,1,-1
53,Self-emp-inc,Doctorate,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,0.8699909,1,-1
31,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.62081474,1,72
30,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0.06314553,0,-1
56,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.3483588,0,7
49,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.7430931,1,-1
38,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0.29517147,0,9
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,18,United-States,0.0006149989,0,81
39,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.41633248,0,105
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.4593604,0,94
47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,0.5291212,1,51
58,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.1558994,0,44
27,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,40,United-States,0.0023529218,0,-1
59,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0.3559547,1,-1
24,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,47,United-States,0.1453776,0,53
42,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.43767008,0,-1
53,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0.866105,1,-1
35,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,0.1906626,0,17
36,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,China,0.7097709,1,-1
26,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,0.053990763,0,-1
33,Private,9th,Separated,Adm-clerical,Not-in-family,White,Male,48,United-States,0.023275256,0,-1
29,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.3717512,0,87
43,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0.16297716,0,-1
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0.734286,1,72
48,Private,Bachelors,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,36,Philippines,0.43505135,1,-1
45,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0.15886305,0,-1
43,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0.16578463,0,-1
27,Private,9th,Never-married,Other-service,Own-child,White,Male,30,United-States,0.0010732214,0,-1
21,Private,7th-8th,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0.0014302554,0,-1
63,?,HS-grad,Widowed,?,Not-in-family,White,Female,4,United-States,0.0030830884,0,137
39,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.30474773,1,-1
52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,0.65432256,1,-1
41,Self-emp-inc,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,0.32731596,0,-1
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,0.65237623,1,33
27,?,11th,Divorced,?,Unmarried,White,Female,35,United-States,0.0027132947,0,-1
53,State-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0.21959831,0,-1
33,Local-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0.36366412,0,-1
37,Private,10th,Never-married,Craft-repair,Own-child,White,Male,35,United-States,0.0064358944,0,-1
18,?,Some-college,Never-married,?,Own-child,White,Female,40,United-States,0.00023258346,0,97
43,Federal-gov,Doctorate,Separated,Prof-specialty,Unmarried,Black,Female,24,United-States,0.42296714,1,-1
20,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0.0059306533,0,113
47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.89360285,1,18
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,0.22159617,0,37
41,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0.3779762,1,51
